,sentiment,content
12486,2,ahhhh it will not let me watch the video on my phone
12487,4,someones dead on army wives dad just laughed and mum got annoyed with him wanna watch britains got talent
12488,12,that doesnt look good at all
12489,12,is gaining weight rather
12490,12,lost my artistic abilities
12491,8,love how dad said he be ready to go at like and it now pm and still working
12492,12,my jeans that were once two inches too long are now about five inches too long holy cow am getting shorter
12493,12,miss my
12494,11,wondering if my local borders is going to make it lots of bare shelves it makes me sad
12495,8,miss our walks home together
12496,11,waaah masseuse is fully booked no shoulder rub today
12497,8,photovia novusnovendo giggles who am kidding he probably gay but def my type hey now
12498,7,met cute girl at mighty taco ordering no cheese no sour cream etc she like it ok vegan too insert hot wink too young
12499,12,guess better look out for new best friend once those vip tickets have been used you will not want me anymore
12500,12,shout out to all the people goin to prom iish damn kinda miss high school
12501,12,back from very boring cricket match in canterbury it supposed to be big hitting but there was only one shame
12502,12,so sad that cage on daisy of love went home this week him crying made me tear up bit
12503,11,whenever whever sarah in dc all summer and sure
12504,8,what wrong
12505,8,no tourney til next weekend
12506,10,wish was there wit you some other friend of mine down there as well this weekend ll be working
12507,8,do not cut yourself
12508,12,puppy wanted was adopted yesterday guess my dogs do not get little brother anytime soon but at least he is not in shelter now
12509,8,just got stung by nettles lol in about fingers and mean come on that dude with the apples needed to step it up notch
12510,4,so much want to see the screen adaptation of kick ass but once found out nick cage was in it my heart sank
12511,12,if you followed us recently please dont be offended that we have not followed back we hit our limit hopefully we will be free soon
12512,4,omgggg hawaii that amazing wanna live there
12513,3,this store at the airport is as close as we ll get to wdw during this trip
12514,11,wanna go home
12515,5,having dinner at the crown at south moreton with david and stroppy teenager
12516,12,omg read night in english class so sad
12517,8,hoping the day gets better now
12518,8,doctor who has finished
12519,12,never trust someone else battery operated power tools when you re in hurry
12520,10,oh really tired of these migraines endometriosis fibromyalgia migraines sleep probs just compoundin ea other since surgery
12521,8,babysitting kids who will not let me play wii with them
12522,10,not going sadly maybe next year eh
12523,8,ai pas vu passer ton reblip annonc de pump up the jam pb adresse url
12524,12,my sunburn hurts
12525,12,say hi to me tom please please
12526,12,nobody home tonight except me alone sigh oh how wish was here
12527,8,boa tarde chegay
12528,8,yeeeeemp same time like yesterday
12529,8,work time
12530,8,no def rubbish tonight
12531,10,not feeling too great today
12532,5,looking at this website should be working
12533,10,huh pr from to
12534,12,where is my melly belly when need her
12535,12,my sisters crying my eyes out hubby called from iraq spoke for minutes heard popping sounds in the background and call dropped
12536,7,it is wish there was one in our area
12537,2,do not consider myself to be an estate agent
12538,5,would say no bc its so overcast but if it gets sunny again then yes
12539,10,hey tom happy that you re enjoying brazil but sad cuz not goin to see you in your show
12540,12,found out that there sushi with fake crab meat and it not good for you
12541,12,just home from work need to continue packing raerae is gone for the weekend mya and are hanging out
12542,12,my graduation day and feel like failure
12543,8,only have more seasons of files to watch
12544,12,shit your in trouble now why do not you try with one of those companys that buys your house for you
12545,11,hey aww cnt view it in the uk they re blocked what it it
12546,6,musem equaled fail hall of fucking life was closed cause of construction
12547,8,is up way to early for saturday though its nearly my weekend
12548,8,yah me too
12549,1,man am being boring today not tweeting how are you guys
12550,10,wish mum had not spent forever talking to me so could call my kiera later do not have much time left now though
12551,12,already did index finger left hand still bleeding hurts pretty bad hate being clumsy
12552,10,has work very very soon way too soon
12553,8,my belly is speaking to me need food
12554,8,omg nasty
12555,8,oh noes my xbox badge holder broke in bellevue wa
12556,5,hahaha probably not sorry we ve got some things to do around the house and then we have to go to jared parents house
12557,12,sorry to hear that
12558,10,when you put it that way it does not make much sense does it rotfl
12559,10,listening to hey zulu red meth sux to be at work right now
12560,6,why are cds in hmv so overpriced for hate having no money
12561,2,singing girl talented yeah good to complain about no
12562,8,have clocked out for possibly my last time at northview middle school
12563,7,not for too long hope
12564,10,ve experienced apathy over empathy in customer service situations too many times recently
12565,10,sigh you know am
12566,12,loved the shoutout on tweethampton congrats hope you re feeling better missed you last weekend
12567,10,missed the ups guy again ugh so sad but got some cool stuff today that super excited about and looking forward to tonight too
12568,12,ugh need job but no one is hiring
12569,12,oh my gosh this is the hardest decision of my life who do chose jonas or green day ugh
